,Close,High,Low,Money,Open,Time,Turnover_ratio,Volume
0,2.79,2.79,2.79,0.0,2.79,2008-08-18,,0.0
1,3.85,3.85,3.85,0.0,3.85,2009-05-05,,0.0
2,6.05,6.05,6.05,0.0,6.05,2009-07-20,,0.0
3,6.05,6.05,6.05,0.0,6.05,2009-07-21,,0.0
4,6.05,6.05,6.05,0.0,6.05,2009-07-22,,0.0
5,7.74,7.74,7.74,0.0,7.74,2010-04-12,,0.0
6,6.71,6.71,6.71,0.0,6.71,2010-06-28,,0.0
7,9.04,9.04,9.04,0.0,9.04,2010-10-25,,0.0
8,9.04,9.04,9.04,0.0,9.04,2010-10-26,,0.0
9,9.04,9.04,9.04,0.0,9.04,2010-10-27,,0.0
10,14.08,14.08,14.08,0.0,14.08,2010-12-01,,0.0
11,11.61,11.61,11.61,0.0,11.61,2011-02-18,,0.0
12,10.48,10.48,10.48,0.0,10.48,2011-08-02,,0.0
13,10.48,10.48,10.48,0.0,10.48,2011-08-03,,0.0
14,8.83,8.83,8.83,0.0,8.83,2011-12-29,,0.0
15,9.0,9.0,9.0,0.0,9.0,2012-04-27,,0.0
16,9.36,9.36,9.36,0.0,9.36,2012-08-10,,0.0
17,9.36,9.36,9.36,0.0,9.36,2012-08-13,,0.0
18,9.36,9.36,9.36,0.0,9.36,2012-08-14,,0.0
19,9.36,9.36,9.36,0.0,9.36,2012-08-15,,0.0
20,9.36,9.36,9.36,0.0,9.36,2012-08-16,,0.0
21,9.36,9.36,9.36,0.0,9.36,2012-08-17,,0.0
22,9.36,9.36,9.36,0.0,9.36,2012-08-20,,0.0
23,9.36,9.36,9.36,0.0,9.36,2012-08-21,,0.0
24,9.36,9.36,9.36,0.0,9.36,2012-08-22,,0.0
25,9.36,9.36,9.36,0.0,9.36,2012-08-23,,0.0
26,19.63,19.63,19.63,0.0,19.63,2014-11-07,,0.0
27,19.63,19.63,19.63,0.0,19.63,2014-11-10,,0.0
28,45.12,45.12,45.12,0.0,45.12,2015-04-14,,0.0
29,45.12,45.12,45.12,0.0,45.12,2015-04-15,,0.0
30,45.12,45.12,45.12,0.0,45.12,2015-04-16,,0.0
31,45.12,45.12,45.12,0.0,45.12,2015-04-17,,0.0
32,45.12,45.12,45.12,0.0,45.12,2015-04-20,,0.0
33,45.12,45.12,45.12,0.0,45.12,2015-04-21,,0.0
34,45.12,45.12,45.12,0.0,45.12,2015-04-22,,0.0
35,45.12,45.12,45.12,0.0,45.12,2015-04-23,,0.0
36,45.12,45.12,45.12,0.0,45.12,2015-04-24,,0.0
37,45.12,45.12,45.12,0.0,45.12,2015-04-27,,0.0
38,33.0,33.0,33.0,0.0,33.0,2015-07-08,,0.0
39,33.0,33.0,33.0,0.0,33.0,2015-07-09,,0.0
40,33.0,33.0,33.0,0.0,33.0,2015-07-10,,0.0
41,27.83,27.83,27.83,0.0,27.83,2016-03-16,0.0,0.0
42,27.83,27.83,27.83,0.0,27.83,2016-03-17,0.0,0.0
43,27.83,27.83,27.83,0.0,27.83,2016-03-18,0.0,0.0
44,27.83,27.83,27.83,0.0,27.83,2016-03-21,0.0,0.0
45,27.83,27.83,27.83,0.0,27.83,2016-03-22,0.0,0.0
46,27.83,27.83,27.83,0.0,27.83,2016-03-23,0.0,0.0
47,27.83,27.83,27.83,0.0,27.83,2016-03-24,0.0,0.0
48,27.83,27.83,27.83,0.0,27.83,2016-03-25,0.0,0.0
49,27.83,27.83,27.83,0.0,27.83,2016-03-28,0.0,0.0
50,27.83,27.83,27.83,0.0,27.83,2016-03-29,0.0,0.0
51,27.83,27.83,27.83,0.0,27.83,2016-03-30,0.0,0.0
52,27.83,27.83,27.83,0.0,27.83,2016-03-31,0.0,0.0
53,27.83,27.83,27.83,0.0,27.83,2016-04-01,0.0,0.0
54,27.83,27.83,27.83,0.0,27.83,2016-04-05,0.0,0.0
55,27.83,27.83,27.83,0.0,27.83,2016-04-06,0.0,0.0
56,27.83,27.83,27.83,0.0,27.83,2016-04-07,0.0,0.0
57,27.83,27.83,27.83,0.0,27.83,2016-04-08,0.0,0.0
58,27.83,27.83,27.83,0.0,27.83,2016-04-11,0.0,0.0
59,27.83,27.83,27.83,0.0,27.83,2016-04-12,0.0,0.0
60,27.83,27.83,27.83,0.0,27.83,2016-04-13,0.0,0.0
61,27.83,27.83,27.83,0.0,27.83,2016-04-14,0.0,0.0
62,27.83,27.83,27.83,0.0,27.83,2016-04-15,0.0,0.0
63,27.83,27.83,27.83,0.0,27.83,2016-04-18,0.0,0.0
64,27.83,27.83,27.83,0.0,27.83,2016-04-19,0.0,0.0
65,27.83,27.83,27.83,0.0,27.83,2016-04-20,0.0,0.0
66,27.83,27.83,27.83,0.0,27.83,2016-04-21,0.0,0.0
67,27.83,27.83,27.83,0.0,27.83,2016-04-22,0.0,0.0
68,27.83,27.83,27.83,0.0,27.83,2016-04-25,0.0,0.0
69,27.83,27.83,27.83,0.0,27.83,2016-04-26,0.0,0.0
70,27.83,27.83,27.83,0.0,27.83,2016-04-27,0.0,0.0
71,27.83,27.83,27.83,0.0,27.83,2016-04-28,0.0,0.0
72,27.83,27.83,27.83,0.0,27.83,2016-04-29,0.0,0.0
73,27.83,27.83,27.83,0.0,27.83,2016-05-03,0.0,0.0
74,27.83,27.83,27.83,0.0,27.83,2016-05-04,0.0,0.0
75,27.83,27.83,27.83,0.0,27.83,2016-05-05,0.0,0.0
76,27.83,27.83,27.83,0.0,27.83,2016-05-06,0.0,0.0
77,27.83,27.83,27.83,0.0,27.83,2016-05-09,0.0,0.0
78,27.83,27.83,27.83,0.0,27.83,2016-05-10,0.0,0.0
79,27.83,27.83,27.83,0.0,27.83,2016-05-11,0.0,0.0
80,27.83,27.83,27.83,0.0,27.83,2016-05-12,0.0,0.0
81,27.83,27.83,27.83,0.0,27.83,2016-05-13,0.0,0.0
82,27.83,27.83,27.83,0.0,27.83,2016-05-16,0.0,0.0
83,27.83,27.83,27.83,0.0,27.83,2016-05-17,0.0,0.0
84,31.64,31.64,31.64,0.0,31.64,2016-07-21,0.0,0.0
85,31.64,31.64,31.64,0.0,31.64,2016-07-22,0.0,0.0
86,31.64,31.64,31.64,0.0,31.64,2016-07-25,0.0,0.0
87,31.64,31.64,31.64,0.0,31.64,2016-07-26,0.0,0.0
88,31.64,31.64,31.64,0.0,31.64,2016-07-27,0.0,0.0
